Protein	Protein ID	Entry Name	Gene	Description	Protein Length	Organism	Protein Existence	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	C_41079 Intensity	C_41079 MaxLFQ Intensity	C_41079 Spectral Count	C_41079 Unique Spectral Count	C_41079 Total Spectral Count
Cont_P62979	Cont_P62979	RS27A_HUMAN	RPS27A	Ubiquitin-ribosomal protein eS31 fusion protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		7767070.0	7767070.0	1	1	1
Cont_P62979;A0A068TR04	Cont_P62979;A0A068TR04	A0A068TR04_COFCA;RS27A_HUMAN	GSCOC_T00025613001;RPS27A	Ubiquitin-like domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		5644140.0	5644140.0	1	1	1
Cont_P63103	Cont_P63103	1433Z_BOVIN	YWHAZ	14-3-3 protein zeta/delta	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		312282.0	312282.0	1	1	1
Cont_P63103;A0A068TZ12	Cont_P63103;A0A068TZ12	1433Z_BOVIN;A0A068TZ12_COFCA	GSCOC_T00036581001;YWHAZ	14-3-3 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		986099.0	986099.0	1	1	1
Cont_P68103	Cont_P68103	EF1A1_BOVIN	EEF1A1	Elongation factor 1-alpha 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		28663400.0	28663400.0	1	1	1
Cont_P68103;A0A068TQU4	Cont_P68103;A0A068TQU4	A0A068TQU4_COFCA;EF1A1_BOVIN	EEF1A1;GSCOC_T00022779001	Tr-type G domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		610198.0	610198.0	1	1	1
Cont_P68138	Cont_P68138	ACTS_BOVIN	ACTA1	Actin, alpha skeletal muscle	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		414914.0	414914.0	1	1	1
Cont_P78386	Cont_P78386	KRT85_HUMAN	KRT85	Keratin, type II cuticular Hb5	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P78386;Cont_P15241;Cont_P78385;Cont_Q14533	Cont_P78386;Cont_P15241;Cont_P78385;Cont_Q14533	K2M2_SHEEP;KRT81_HUMAN;KRT83_HUMAN;KRT85_HUMAN	KRT81;KRT83;KRT85	Keratin, type II microfibrillar, component 7C	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P78386;Cont_P78385	Cont_P78386;Cont_P78385	KRT83_HUMAN;KRT85_HUMAN	KRT83;KRT85	Keratin, type II cuticular Hb3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		79410.3	79410.3	1	1	1
Cont_P78386;Cont_P78385;Cont_Q14533	Cont_P78386;Cont_P78385;Cont_Q14533	KRT81_HUMAN;KRT83_HUMAN;KRT85_HUMAN	KRT81;KRT83;KRT85	Keratin, type II cuticular Hb3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q04695	Cont_Q04695	K1C17_HUMAN	KRT17	Keratin, type I cytoskeletal 17	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		9174440.0	9174440.0	1	1	1
Cont_Q04695;Cont_P08727	Cont_Q04695;Cont_P08727	K1C17_HUMAN;K1C19_HUMAN	KRT17;KRT19	Keratin, type I cytoskeletal 19	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		4796320.0	4796320.0	1	1	1
Cont_Q14525	Cont_Q14525	KT33B_HUMAN	KRT33B	Keratin, type I cuticular Ha3-II	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q14533	Cont_Q14533	KRT81_HUMAN	KRT81	Keratin, type II cuticular Hb1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323	Cont_Q15323	K1H1_HUMAN	KRT31	Keratin, type I cuticular Ha1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323;Cont_O76009	Cont_Q15323;Cont_O76009	K1H1_HUMAN;KT33A_HUMAN	KRT31;KRT33A	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323;Cont_P02534	Cont_Q15323;Cont_P02534	K1H1_HUMAN;K1M1_SHEEP	KRT31	Keratin, type I microfibrillar 48 kDa, component 8C-1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323;Cont_P02534;Cont_O76009	Cont_Q15323;Cont_P02534;Cont_O76009	K1H1_HUMAN;K1M1_SHEEP;KT33A_HUMAN	KRT31;KRT33A	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323;Cont_Q14525;Cont_O76009	Cont_Q15323;Cont_Q14525;Cont_O76009	K1H1_HUMAN;KT33A_HUMAN;KT33B_HUMAN	KRT31;KRT33A;KRT33B	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323;Cont_Q14525;Cont_P02534;Cont_O76009	Cont_Q15323;Cont_Q14525;Cont_P02534;Cont_O76009	K1H1_HUMAN;K1M1_SHEEP;KT33A_HUMAN;KT33B_HUMAN	KRT31;KRT33A;KRT33B	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q15323;Cont_Q14532;Cont_O76009	Cont_Q15323;Cont_Q14532;Cont_O76009	K1H1_HUMAN;K1H2_HUMAN;KT33A_HUMAN	KRT31;KRT32;KRT33A	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q1WEI2	Cont_Q1WEI2	Q1WEI2_PSEAI	prpL	Protease IV	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		4672430.0	4672430.0	1	1	1
Cont_Q29443	Cont_Q29443	TRFE_BOVIN	TF	Serotransferrin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		20781.7	20781.7	1	1	1
Cont_Q2HJ86	Cont_Q2HJ86	TBA1D_BOVIN	TUBA1D	Tubulin alpha-1D chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		802412.0	802412.0	1	1	1
Cont_Q2HJ86;Cont_P81948	Cont_Q2HJ86;Cont_P81948	TBA1D_BOVIN;TBA4A_BOVIN	TUBA1D;TUBA4A	Tubulin alpha-4A chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		735874.0	735874.0	1	1	1
Cont_Q2HJ86;Cont_P81948;A0A068TYG8	Cont_Q2HJ86;Cont_P81948;A0A068TYG8	A0A068TYG8_COFCA;TBA1D_BOVIN;TBA4A_BOVIN	GSCOC_T00034451001;TUBA1D;TUBA4A	Tubulin alpha chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		395602.0	395602.0	1	1	1
Cont_Q2KJD0	Cont_Q2KJD0	TBB5_BOVIN	TUBB5	Tubulin beta-5 chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		10183400.0	10183400.0	1	1	1
Cont_Q3SX14	Cont_Q3SX14	GELS_BOVIN	GSN	Gelsolin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		424505.0	424505.0	1	1	1
Cont_Q5D862	Cont_Q5D862	FILA2_HUMAN	FLG2	Filaggrin-2	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2025550.0	2025550.0	1	1	1
Cont_Q5E9B1	Cont_Q5E9B1	LDHB_BOVIN	LDHB	L-lactate dehydrogenase B chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1054720.0	1054720.0	1	1	1
Cont_Q5KR48	Cont_Q5KR48	TPM2_BOVIN	TPM2	Tropomyosin beta chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		546393.0	546393.0	1	1	1
Cont_Q6E0U4	Cont_Q6E0U4	DMKN_HUMAN	DMKN	Dermokine	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		555305.0	555305.0	1	1	1
Cont_Q6KB66	Cont_Q6KB66	K2C80_HUMAN	KRT80	Keratin, type II cytoskeletal 80	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3935840.0	3935840.0	1	1	1
Cont_Q7Z794	Cont_Q7Z794	K2C1B_HUMAN	KRT77	Keratin, type II cytoskeletal 1b	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		491133.0	491133.0	1	1	1
Cont_Q7Z794;Cont_Q6IFZ6	Cont_Q7Z794;Cont_Q6IFZ6	K2C1B_HUMAN;K2C1B_MOUSE	KRT77;Krt77	Keratin, type II cytoskeletal 1b	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		118940.0	118940.0	1	1	1
Cont_Q86Y46	Cont_Q86Y46	K2C73_HUMAN	KRT73	Keratin, type II cytoskeletal 73	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		123541.0	123541.0	1	1	1
Cont_Q86Y46;Cont_Q6IME9	Cont_Q86Y46;Cont_Q6IME9	K2C72_MOUSE;K2C73_HUMAN	KRT73;Krt72	Keratin, type II cytoskeletal 72	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2076930.0	2076930.0	1	1	1
Cont_Q86YZ3	Cont_Q86YZ3	HORN_HUMAN	HRNR	Hornerin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		10327200.0	10327200.0	1	1	1
Cont_Q8N1N4	Cont_Q8N1N4	K2C78_HUMAN	KRT78	Keratin, type II cytoskeletal 78	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2693720.0	2693720.0	1	1	1
Cont_Q8N1N4;Cont_P13647;Cont_Q9NSB2;Cont_P25691;Cont_P78386;Cont_O95678;Cont_P15241;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_P78385;Cont_Q14533;Cont_Q01546	Cont_Q8N1N4;Cont_P13647;Cont_Q9NSB2;Cont_P25691;Cont_P78386;Cont_O95678;Cont_P15241;Cont_P05787;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_Q922U2;Cont_P12035;Cont_P50446;Cont_P78385;Cont_Q14533;Cont_Q01546	K22O_HUMAN;K2C3_HUMAN;K2C5_HUMAN;K2C5_MOUSE;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE;K2C78_HUMAN;K2C8_HUMAN;K2M2_SHEEP;K2M3_SHEEP;KRT81_HUMAN;KRT83_HUMAN;KRT84_HUMAN;KRT85_HUMAN	KRT3;KRT5;KRT6A;KRT6B;KRT6C;KRT75;KRT76;KRT78;KRT8;KRT81;KRT83;KRT84;KRT85;Krt5;Krt6a;Krt75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		128837000.0	128837000.0	1	1	1
Cont_Q8N1N4;Cont_P19013;Cont_P12035;Cont_Q86Y46	Cont_Q8N1N4;Cont_P19013;Cont_P12035;Cont_Q86Y46	K2C3_HUMAN;K2C4_HUMAN;K2C73_HUMAN;K2C78_HUMAN	KRT3;KRT4;KRT73;KRT78	Keratin, type II cytoskeletal 3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		769060.0	769060.0	1	1	1
Cont_Q9C075	Cont_Q9C075	K1C23_HUMAN	KRT23	Keratin, type I cytoskeletal 23	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		432102.0	432102.0	1	1	1
Cont_Q9C075;Cont_P13646;Cont_O76011;Cont_Q15323;Cont_Q14525;Cont_P02534;Cont_O77727;Cont_O76009	Cont_Q9C075;Cont_P13646;Cont_O76011;Cont_Q15323;Cont_Q14525;Cont_P02534;Cont_O77727;Cont_O76009	K1C13_HUMAN;K1C15_SHEEP;K1C23_HUMAN;K1H1_HUMAN;K1M1_SHEEP;KRT34_HUMAN;KT33A_HUMAN;KT33B_HUMAN	KRT13;KRT15;KRT23;KRT31;KRT33A;KRT33B;KRT34	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q9C075;Cont_Q04695;Cont_Q99PS0	Cont_Q9C075;Cont_Q04695;Cont_Q99PS0	K1C17_HUMAN;K1C23_HUMAN;K1C23_MOUSE	KRT17;KRT23;Krt23	Keratin, type I cytoskeletal 17	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q9NSB2	Cont_Q9NSB2	KRT84_HUMAN	KRT84	Keratin, type II cuticular Hb4	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_Q9NSB2;Cont_P05787	Cont_Q9NSB2;Cont_P05787	K2C8_HUMAN;KRT84_HUMAN	KRT8;KRT84	Keratin, type II cytoskeletal 8	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1778830.0	1778830.0	1	1	1
Cont_Q9NSB2;Cont_Q01546	Cont_Q9NSB2;Cont_Q01546	K22O_HUMAN;KRT84_HUMAN	KRT76;KRT84	Keratin, type II cytoskeletal 2 oral	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2116880.0	2116880.0	1	1	1
Cont_Q9XSJ4	Cont_Q9XSJ4	ENOA_BOVIN	ENO1	Alpha-enolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2867840.0	2867840.0	1	1	1
G4Y628	G4Y628	G4Y628_COFCA	CPI-4	Cysteine proteinase inhibitor CPI-4	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		492645.0	492645.0	1	1	1
Q1A4H3	Q1A4H3	Q1A4H3_COFCA	DH3	Dehydrin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		125177.0	125177.0	1	1	1
Q1A524	Q1A524	Q1A524_COFCA	GSCOC_T00037166001	Dehydrin DH1a	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		27321.7	27321.7	1	1	1
